Firmenname,Kategorie,Adresse,PLZ,Telefon,Email,Website,Werbering-Mitglied
ATTWENGER-Taxi,Transport & Mobilität,4655 Vorchdorf,4655,,https://www.taxi-attwenger.at,Ja
GOLLINGER Personenbeförderung,Transport & Mobilität,4655 Vorchdorf,4655,,https://www.gollinger.net,Ja
Reisen FRÖCH,Transport & Mobilität,4663 Laakirchen,4663,,https://www.froech-reisen.at,Ja
STERN & HAFFERL Verkehrs GesmbH,Transport & Mobilität,4810 Gmunden,4810,,https://www.stern-verkehr.at,Ja
Traunseeschifffahrt Karlheinz Eder,Transport & Mobilität,4810 Gmunden,4810,,https://www.traunseeschifffahrt.at,Ja
WIEDL'S Taxi,Transport & Mobilität,4655 Vorchdorf,4655,,https://www.taxi-wiedl.at,Ja
OBERÖSTERREICH.TV,Werbung & PR,4650 Lambach,4650,,https://www.oberoesterreich.tv,Ja
RAUCH Armin Werbeagentur,Werbung & PR,4655 Vorchdorf,4655,,https://www.ungleich.at,Ja
SCHATZL .ONLINE,Werbung & PR,4655 Vorchdorf,4655,,https://www.schatzl.online,Ja
VORCHDORFMEDIA e.U. Mag. Gerhard Radner,Werbung & PR,4655 Vorchdorf,4655,,https://www.vorchdorfmedia.at,Ja
